estrategia,ativo,retorno_total_%,drawdown_max_%,numero_trades,trades_por_ano,taxa_acerto_%,score_crescimento,score_fluxo,perfil,explicacao,nota_final
RSI_Rev_14_25_75,SOYFUT,-9.44,40.11,0,0.0,0.0,13.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.6
Donchian_20_10,XAUUSD,-21.24,22.88,0,0.0,0.0,12.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.25
ROC_20_th0,WTIUSD,-21.19,24.03,0,0.0,0.0,12.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.1
ROC_20_th0,BOVA11,-18.94,27.6,0,0.0,0.0,12.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.1
ZScore_60_entry2.0_exit0.0,SOYFUT,-13.51,39.63,0,0.0,0.0,11.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.7
MA_Filter_EMA_50,BOVA11,-22.46,24.59,0,0.0,0.0,11.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.7
ZScore_60_entry2.0_exit0.0,SOYFUT,-14.88,37.62,0,0.0,0.0,11.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.65
MomRev_252m_21r_th-5,BOVA11,-13.73,39.84,0,0.0,0.0,11.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.6
MA_Cross_SMA_50_200,SOYFUT,-10.17,46.26,0,0.0,0.0,11.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.5
Triple_MA_SMA_10_50_200,WTIUSD,-12.49,42.47,0,0.0,0.0,11.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.5
BB_Rev_20_2.5std_upper,COPPERFUT,-21.93,27.19,0,0.0,0.0,10.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.45
ROC_20_th0,COPPERFUT,-24.16,25.84,0,0.0,0.0,10.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,5.1
Donchian_55_20,BOVA11,-23.8,27.39,0,0.0,0.0,9.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.95
BB_Rev_20_2.0std_mean,BOVA11,-16.44,40.26,0,0.0,0.0,9.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.85
MA_Filter_EMA_50,SOYFUT,-25.39,26.23,0,0.0,0.0,9.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.7
BB_Rev_20_2.0std_mean,COPPERFUT,-22.82,30.99,0,0.0,0.0,9.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.65
RSI_Rev_14_25_75,COPPERFUT,-16.18,42.87,0,0.0,0.0,9.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.55
MA_Filter_EMA_50,USDBRL,-21.08,34.74,0,0.0,0.0,9.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.5
MA_Filter_SMA_200,USDBRL,-23.88,32.59,0,0.0,0.0,8.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.15
MA_Cross_SMA_20_200,SOYFUT,-25.46,30.37,0,0.0,0.0,8.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.1
ZScore_60_entry2.0_exit0.0,BTCUSD,0.83,74.24,0,0.0,0.0,8.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,4.05
RSI_Rev_14_25_75,XAUUSD,-26.81,29.07,0,0.0,0.0,7.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,3.95
MA_Cross_SMA_20_200,BOVA11,-15.32,49.55,0,0.0,0.0,7.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,3.75
ROC_20_th0,COPPERFUT,-18.32,45.44,0,0.0,0.0,7.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,3.6
BB_Rev_20_2.0std_mean,WTIUSD,-10.78,57.88,0,0.0,0.0,7.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,3.6
BB_Rev_20_2.5std_upper,SOYFUT,-24.84,35.33,0,0.0,0.0,7.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,3.5
BB_Rev_20_2.0std_mean,BOVA11,-24.3,40.26,0,0.0,0.0,5.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,2.9
ROC_20_th0,SOYFUT,-30.07,31.67,0,0.0,0.0,5.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,2.75
BB_Rev_20_2.5std_upper,WTIUSD,-17.64,54.38,0,0.0,0.0,4.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,2.45
BB_Rev_20_2.5std_upper,SOYFUT,-25.96,43.27,0,0.0,0.0,4.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,2.0
ZScore_60_entry2.0_exit0.0,WTIUSD,-10.05,73.23,0,0.0,0.0,3.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,1.5
Momentum_126d_th5pct,WTIUSD,-32.56,36.78,0,0.0,0.0,2.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,1.35
RSI_Rev_14_30_70,BTCUSD,-7.18,80.35,0,0.0,0.0,2.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,1.15
MA_Cross_SMA_20_200,SOYFUT,-28.17,51.01,0,0.0,0.0,0.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,0.3
BB_Rev_20_2.0std_mean,BTCUSD,-19.15,67.11,0,0.0,0.0,0.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,0.15
MA_Cross_EMA_20_200,BOVA11,-36.38,38.58,0,0.0,0.0,0.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,0.1
MA_Cross_SMA_20_200,BOVA11,-36.59,39.94,0,0.0,0.0,-0.3,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-0.15
MA_Filter_SMA_200,SOYFUT,-32.59,48.01,0,0.0,0.0,-0.7,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-0.35
MA_Cross_SMA_50_200,SOYFUT,-34.26,51.58,0,0.0,0.0,-2.6,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-1.3
MA_Cross_SMA_50_200,BOVA11,-33.7,57.59,0,0.0,0.0,-4.1,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-2.05
BB_Rev_20_2.0std_mean,BTCUSD,-18.73,83.07,0,0.0,0.0,-4.3,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-2.15
MA_Filter_SMA_200,BOVA11,-43.78,45.72,0,0.0,0.0,-5.6,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-2.8
MA_Cross_SMA_50_200,BOVA11,-45.17,47.06,0,0.0,0.0,-6.7,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-3.35
BB_Rev_20_2.0std_mean,BTCUSD,-30.04,83.07,0,0.0,0.0,-9.9,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-4.95
RSI_Rev_14_30_70,WTIUSD,-44.4,59.18,0,0.0,0.0,-10.0,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-5.0
BB_Rev_20_2.0std_mean,WTIUSD,-42.77,66.73,0,0.0,0.0,-11.4,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-5.7
RSI_Rev_14_25_75,WTIUSD,-54.65,58.22,0,0.0,0.0,-14.8,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-7.4
BB_Rev_20_2.0std_mean,WTIUSD,-53.56,60.85,0,0.0,0.0,-15.0,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-7.5
ZScore_60_entry2.0_exit0.0,WTIUSD,-55.22,62.78,0,0.0,0.0,-16.4,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-8.2
RSI_Rev_14_25_75,WTIUSD,-46.32,81.23,0,0.0,0.0,-17.5,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-8.75
RSI_Rev_14_30_70,WTIUSD,-45.41,83.51,0,0.0,0.0,-17.8,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-8.9
BB_Rev_20_2.5std_upper,BTCUSD,-46.09,83.04,0,0.0,0.0,-18.0,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-9.0
RSI_Rev_14_25_75,WTIUSD,-50.72,85.92,0,0.0,0.0,-21.1,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-10.55
BB_Rev_20_2.0std_mean,WTIUSD,-56.13,80.56,0,0.0,0.0,-22.2,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-11.1
RSI_Bands_14_20_50,WTIUSD,-62.55,75.98,0,0.0,0.0,-24.1,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-12.05
RSI_Bands_14_20_50,WTIUSD,-61.91,79.29,0,0.0,0.0,-24.7,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-12.35
RSI_Rev_14_30_70,WTIUSD,-59.48,90.24,0,0.0,0.0,-26.8,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-13.4
RSI_Rev_14_30_70,WTIUSD,-62.36,86.15,0,0.0,0.0,-27.0,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-13.5
RSI_Bands_14_20_50,WTIUSD,-67.26,79.29,0,0.0,0.0,-27.4,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-13.7
RSI_Rev_14_25_75,WTIUSD,-66.28,88.02,0,0.0,0.0,-29.5,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-14.75
ZScore_60_entry2.0_exit0.0,WTIUSD,-73.7,86.81,0,0.0,0.0,-32.9,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-16.45
ZScore_60_entry2.0_exit0.0,WTIUSD,-73.79,92.61,0,0.0,0.0,-34.7,0.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",-17.35
